955;Scroll: Enchant Weapon (D);false;scroll;120;stackable;paper;none;-1;50000;0;true;true;true;true
956;Scroll: Enchant Armor (D);false;scroll;120;stackable;paper;none;-1;6000;0;true;true;true;true
957;Crystal Scroll: Enchant Weapon (D);false;scroll;120;stackable;paper;none;-1;6000;0;true;true;true;true
958;Crystal Scroll: Enchant Armor (D);false;scroll;120;stackable;paper;none;-1;6000;0;true;true;true;true
959;Scroll: Enchant Weapon (S);false;scroll;120;stackable;paper;none;-1;5000000;0;true;true;true;true
960;Scroll: Enchant Armor (S);false;scroll;120;stackable;paper;none;-1;500000;0;true;true;true;true
961;Crystal Scroll: Enchant Weapon (S);false;scroll;120;stackable;paper;none;-1;500000;0;true;true;true;true
962;Crystal Scroll: Enchant Armor (S);false;scroll;120;stackable;paper;none;-1;500000;0;true;true;true;true
963;Orcish Arrowhead;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
964;Alberius's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
965;Evergreen Amulet;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
966;Dryad's Tears;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
967;Cobendell Medicine;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
968;Karrod's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
969;Cecktinon's First Voucher;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
970;Cecktinon's Second Voucher;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
971;Soul Catcher;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
972;Preserving Oil;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
973;Zombie Head;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
974;Steelbender Head;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
976;1st Mark of Sentinel;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
977;2nd Mark of Sentinel;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
978;Skullcrusher Amulet;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
979;Bloodspear Amulet;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
980;0;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
982;Esrandell's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
983;Kendell's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
984;1st Onyx Talisman;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
985;2nd Onyx Talisman;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
986;Ancient Scroll;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
987;Ancient Clay Tablet;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
988;Kartia's Translation;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1001;Book of Aklantoth - Part 4;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1002;Book of Aklantoth - Part 5;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1003;Book of Aklantoth - Part 6;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1004;Book of Aklantoth - Part 7;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1005;Book of Aklantoth - Part 8;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1006;Book of Aklantoth - Part 9;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1007;Book of Aklantoth - Part 10;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1008;Harrys's 1st Receipt;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1009;Harrys's 2nd Receipt;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1010;Golem Shard;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1011;Tool Box;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1012;Delivery List;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1013;Heavy Wood Box;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1014;Cloth Bundle;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1015;Clay Pot;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1016;Jackson's Receipt;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1017;Silvia's Receipt;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1018;Rant's Receipt;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1019;official Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1020;Flame Shard;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1021;Ice Shard;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1022;Lilith's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1023;Theon's Diary;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1024;Adamantite Ore;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1025;Clay Tablet;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1026;Silvery Spidersilk;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1027;Unoren's Receipt;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1028;Creamees's Ticket;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1029;Nightshade Leaf;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1030;Cracked Skull;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1031;Perfect Skull;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1032;Fox Fur;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1033;Fox Fur Yarn;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1034;Maiden Doll;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1035;Plague Dust;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1036;Andellia's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1037;Fruit of The Mother Tree;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1038;Rumiel's 1st Poem;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1039;Rumiel's 2nd Poem;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1040;Rumiel's 3rd Poem;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1041;Rumiel's 4th Poem;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1042;Wererat's Fang;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1043;Varool Foulclaw's Fang;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1044;Kirunak Skull;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1045;Zombie's Skin;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1046;Nightmare Crystal;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1047;Spellbook: Light;false;spellbook;120;stackable;paper;none;-1;100;0;true;true;true;true
1048;Spellbook: Might;false;spellbook;120;stackable;paper;none;-1;99;0;true;true;true;true
1049;Spellbook: Ice Bolt;false;spellbook;120;stackable;paper;none;-1;99;0;true;true;true;true
1050;Spellbook: Battle Heal;false;spellbook;120;stackable;paper;none;-1;99;0;true;true;true;true
1051;Spellbook: Vampiric Touch;false;spellbook;120;stackable;paper;none;-1;99;0;true;true;true;true
1052;Spellbook: Flame Strike;false;spellbook;120;stackable;paper;none;-1;499;0;true;true;true;true
1053;Spellbook: Cure Poison;false;spellbook;120;stackable;paper;none;-1;499;0;true;true;true;true
1054;Spellbook: Group Heal;false;spellbook;120;stackable;paper;none;-1;499;0;true;true;true;true
1055;Spellbook: Curse: Poison;false;spellbook;120;stackable;paper;none;-1;499;0;true;true;true;true
1056;Spellbook: Curse: Weakness;false;spellbook;120;stackable;paper;none;-1;499;0;true;true;true;true
1057;Spellbook: Summon Meal;false;spellbook;120;stackable;paper;none;-1;500;0;true;true;true;true
1058;Spellbook: Shield;false;spellbook;120;stackable;paper;none;-1;499;0;true;true;true;true
1059;Spellbook: Know Enemy;false;spellbook;120;stackable;paper;none;-1;500;0;true;true;true;true
1060;Lesser Healing Potion;false;potion;5;stackable;liquid;none;-1;89;0;true;true;true;true
1061;Healing Potion;false;potion;5;stackable;liquid;none;-1;330;0;true;true;true;true
1062;Haste Potion;false;potion;180;stackable;liquid;none;-1;5000;0;true;true;true;true
1063;Tutorial Parchment;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1064;Tutorial Parchment;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1065;Tutorial Parchment;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1066;Tutorial Parchment;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1067;Recommendation;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1068;Recommendation;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1069;Leaf of the Mother Tree;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1070;Blood of Mitraell;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1071;Hyacinth Charm;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1072;Hyacinth Charm;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1073;Beginner's Potion;false;potion;5;stackable;liquid;none;-1;0;0;true;true;true;true
1074;Boat Ticket: Talking Island to Gludin;false;none;20;stackable;paper;none;-1;1000;0;true;true;true;true
1075;Boat Ticket: Gludin to Talking Island;false;none;20;stackable;paper;none;-1;1000;0;true;true;true;true
1076;Carlon's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1077;Venom Sac;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1078;Wind Shard;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1079;Darin's Receipt;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1080;Baulro's Potion;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1081;Omen Beast's Eye;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1082;Taint Stone;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1083;Succubus Blood;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1084;Gludio Lord's Mark;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1085;Orc's Necklace;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1086;Werewolf's Fang;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1087;Giant Spider Leg;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1088;Undrias's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1089;Ceremonial Dagger;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1090;Dreviant Wine;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1091;Garmiel's Scripture;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1092;Arujien's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1093;Arujien's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1094;Arujien's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1095;Spellbook: Attack Aura;false;spellbook;120;stackable;paper;none;-1;74;0;true;true;true;true
1096;Spellbook: Elemental Heal;false;spellbook;120;stackable;paper;none;-1;550;0;true;true;true;true
1097;Spellbook: Drain Health;false;spellbook;120;stackable;paper;none;-1;550;0;true;true;true;true
1098;Spellbook: Wind Walk;false;spellbook;120;stackable;paper;none;-1;499;0;true;true;true;true
1099;Spellbook: Wind Shackle;false;spellbook;120;stackable;paper;none;-1;499;0;true;true;true;true
1106;Norman's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1107;Bone Fragment;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1108;Arbon's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1109;Roien's Letter;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1110;Bone Fragment;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1111;Adamantite Ore;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1112;Leaf of the Mother Tree;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1113;Blood of Mitraell;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1114;Orc Amulet;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1115;Orc's Necklace;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1116;Orc Amulet;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1117;Orc's Necklace;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1118;Spore Sac;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1130;Cobendell's Medicine;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1131;Cobendell's Medicine;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1132;Cobendell's Medicine;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
1133;Cobendell's Medicine;false;quest;0;stackable;steel;none;-1;0;0;false;false;true;false
