363;Red Flame Armor;fullarmor;true;heavy;6400;blood_steel;b;0;-1;301;0;0;6770000;903;true;true;true;true
364;Elven Crystal Breastplate;chest;true;heavy;2400;crystal;b;0;-1;175;0;0;3220000;429;true;true;true;true
365;Dark Crystal Breastplate;chest;true;heavy;7700;crystal;a;0;-1;171;0;0;4630000;370;true;true;true;true
366;Implosion Armor;fullarmor;true;heavy;6080;damascus;b;0;-1;284;0;0;4710000;628;true;true;true;true
367;Dark Dragon Armor;fullarmor;true;heavy;5760;damascus;b;0;-1;301;0;0;6770000;903;true;true;true;true
368;Elven Vagian Armor;fullarmor;true;heavy;2400;mithril;b;0;-1;284;0;0;4710000;628;true;true;true;true
369;Dark Vagian Armor;fullarmor;true;heavy;2400;mithril;b;0;-1;301;0;0;6770000;903;true;true;true;true
370;Complete Set of Plate Armor;fullarmor;true;heavy;6400;fine_steel;b;0;-1;284;0;0;4710000;628;true;true;true;true
371;Hell Plate;fullarmor;true;heavy;6400;blood_steel;b;0;-1;301;0;0;6770000;903;true;true;true;true
372;Art of Plate;fullarmor;true;heavy;6720;chrysolite;b;0;-1;284;0;0;4710000;628;true;true;true;true
373;Masterpiece Armor;fullarmor;true;heavy;5600;oriharukon;b;0;-1;301;0;0;6770000;903;true;true;true;true
374;Armor of Nightmare;fullarmor;true;heavy;9580;blood_steel;a;0;-1;293;0;0;10300000;824;true;true;true;true
375;Dragon Scale Mail;chest;true;heavy;7620;scale_of_dragon;s;0;-1;198;0;0;10500000;525;false;false;true;false
376;Iron Plate Gaiters;legs;true;heavy;3820;steel;d;0;-1;48;0;0;40100;73;true;true;true;true
377;Scale Gaiters;legs;true;heavy;3860;fine_steel;d;0;-1;54;0;0;64099;117;true;true;true;true
378;Compound Scale Gaiters;legs;true;heavy;3770;fine_steel;d;0;-1;61;0;0;97599;177;true;true;true;true
379;Dwarven Scale Gaiters;legs;true;heavy;3840;fine_steel;d;0;-1;61;0;0;97599;177;true;true;true;true
380;Plate Gaiters;legs;true;heavy;3770;fine_steel;d;0;-1;70;0;0;187999;342;true;true;true;true
381;Chain Gaiters;legs;true;heavy;3680;fine_steel;c;0;-1;75;0;0;242899;97;true;true;true;true
382;Dwarven Chain Gaiters;legs;true;heavy;3620;fine_steel;c;0;-1;80;0;0;309700;124;true;true;true;true
383;Zubei's Gaiters;legs;true;heavy;3570;mithril;b;0;-1;98;0;0;1300000;173;true;true;true;true
384;Wolf Gaiters;legs;true;heavy;2560;oriharukon;b;0;-1;109;0;0;2010000;268;true;true;true;true
385;Gaiters of Victory;legs;true;heavy;2240;oriharukon;b;0;-1;109;0;0;2010000;268;true;true;true;true
386;Gaiters of Valor;legs;true;heavy;2240;blood_steel;b;0;-1;116;0;0;2890000;385;true;true;true;true
387;Elven Crystal Gaiters;legs;true;heavy;2240;crystal;b;0;-1;109;0;0;2010000;268;true;true;true;true
388;Dark Crystal Gaiters;legs;true;heavy;3320;crystal;a;0;-1;107;0;0;2890000;231;true;true;true;true
389;Dragon Scale Gaiters;legs;true;heavy;3260;scale_of_dragon;s;0;-1;122;0;0;5980000;299;false;false;true;false
390;Cotton Shirt;chest;false;light;4770;cloth;none;0;-1;50;0;0;15599;0;true;true;true;true
391;Puma Skin Shirt;chest;true;light;4700;leather;d;0;-1;58;0;0;48199;88;true;true;true;true
392;Lion Skin Shirt;chest;true;light;4580;leather;d;0;-1;65;0;0;76900;140;true;true;true;true
393;Mithril Banded Mail;chest;true;light;4570;mithril;d;0;-1;73;0;0;116999;213;true;true;true;true
394;Reinforced Leather Shirt;chest;true;light;4570;leather;d;0;-1;73;0;0;116999;213;true;true;true;true
395;Manticore Skin Shirt;chest;true;light;4520;leather;d;0;-1;77;0;0;172000;313;true;true;true;true
396;Salamander Skin Mail;fullarmor;true;light;6100;leather;d;0;-1;136;0;0;366599;667;true;true;true;true
397;Mithril Shirt;chest;true;light;4470;mithril;c;0;-1;90;0;0;291000;116;true;true;true;true
398;Plated Leather;chest;true;light;4450;leather;c;0;-1;94;0;0;343000;137;true;true;true;true
399;Rind Leather Armor;chest;true;light;4420;leather;c;0;-1;97;0;0;371999;149;true;true;true;true
400;Theca Leather Armor;chest;true;light;4370;leather;c;0;-1;106;0;0;635000;254;true;true;true;true
401;Drake Leather Armor;fullarmor;true;light;5800;leather;c;0;-1;179;0;0;1341000;536;true;true;true;true
402;Chain Mail of Silence;fullarmor;true;light;3200;damascus;b;0;-1;213;0;0;3530000;471;true;true;true;true
403;Gust Chain Mail;fullarmor;true;light;2720;blood_steel;b;0;-1;225;0;0;5080000;677;true;true;true;true
404;Prairie Leather Armor;chest;true;light;8000;leather;b;0;-1;131;0;0;2410000;321;true;true;true;true
405;Leather Armor of The Underworld;chest;true;light;8000;leather;b;0;-1;139;0;0;3470000;463;true;true;true;true
406;Leather Suit of Concentration;fullarmor;true;light;2400;leather;b;0;-1;213;0;0;3530000;471;true;true;true;true
407;Ace's Leather Armor;fullarmor;true;light;2400;leather;b;0;-1;225;0;0;5080000;677;true;true;true;true
408;Guardian's Leather Armor;chest;true;light;8000;leather;b;0;-1;131;0;0;2410000;321;true;true;true;true
409;Marksman's Leather Armor;chest;true;light;4300;leather;b;0;-1;139;0;0;3470000;463;true;true;true;true
410;Unicorn Leather Armor;fullarmor;true;light;1280;leather;a;0;-1;238;0;0;7730000;618;true;true;true;true
411;Dragon Leather Armor;fullarmor;true;light;4950;leather;s;0;-1;237;0;0;10500000;525;false;false;true;false
412;Cotton Pants;legs;false;light;1630;cloth;none;0;-1;32;0;0;9770;0;true;true;true;true
413;Puma Skin Gaiters;legs;true;light;1600;leather;d;0;-1;36;0;0;30099;55;true;true;true;true
414;Lion Skin Gaiters;legs;true;light;1570;leather;d;0;-1;41;0;0;47999;87;true;true;true;true
415;Mithril Banded Gaiters;legs;true;light;1580;mithril;d;0;-1;46;0;0;73200;133;true;true;true;true
416;Reinforced Leather Gaiters;legs;true;light;1570;leather;d;0;-1;46;0;0;73200;133;true;true;true;true
417;Manticore Skin Gaiters;legs;true;light;1550;leather;d;0;-1;48;0;0;107699;196;true;true;true;true
418;Plated Leather Gaiters;legs;true;light;1560;leather;c;0;-1;59;0;0;214499;86;true;true;true;true
419;Rind Leather Gaiters;legs;true;light;1550;leather;c;0;-1;60;0;0;232299;93;true;true;true;true
420;Theca Leather Gaiters;legs;true;light;1530;leather;c;0;-1;66;0;0;396699;159;true;true;true;true
421;Prairie Leather Gaiters;legs;true;light;4800;leather;b;0;-1;82;0;0;1510000;201;true;true;true;true
422;Gaiters of The Underworld;legs;true;light;4800;leather;b;0;-1;87;0;0;2170000;289;true;true;true;true
423;Guardian's Leather Gaiters;legs;true;light;4800;leather;b;0;-1;82;0;0;1510000;201;true;true;true;true
424;Marksman's Leather Gaiters;legs;true;light;1490;leather;b;0;-1;87;0;0;2170000;289;true;true;true;true
425;Apprentice's Tunic;chest;false;magic;2150;cloth;none;0;-1;17;0;19;26;0;false;false;true;false
426;Tunic;chest;false;magic;2150;cloth;none;0;-1;18;0;24;147;0;true;true;true;true
427;Cotton Robe;fullarmor;false;magic;2750;cotton;none;0;-1;35;0;61;3550;0;true;true;true;true
428;Feriotic Tunic;chest;false;magic;2140;cloth;none;0;-1;21;0;38;2430;0;true;true;true;true
429;Leather Tunic;chest;false;magic;2110;leather;none;0;-1;25;0;52;7960;0;true;true;true;true
430;Robe of Devotion;fullarmor;false;magic;2650;cloth;none;0;-1;49;0;109;29700;0;true;true;true;true
431;Robe of Magic;fullarmor;false;magic;2600;cloth;none;0;-1;56;0;140;53900;0;true;true;true;true
432;Cursed Tunic;chest;true;magic;2090;cloth;d;0;-1;39;0;106;48199;88;true;true;true;true
433;Elven Tunic;chest;true;magic;2080;cloth;d;0;-1;43;0;126;99900;182;true;true;true;true
434;White Tunic;chest;true;magic;2040;cloth;d;0;-1;43;0;126;76900;140;true;true;true;true
435;Mystic's Tunic;chest;true;magic;2030;cloth;d;0;-1;43;0;126;76900;140;true;true;true;true
436;Tunic of Knowledge;chest;true;magic;2020;cloth;d;0;-1;49;0;147;116999;213;true;true;true;true
437;Mithril Tunic;chest;true;magic;2010;mithril;d;0;-1;52;0;169;172000;313;true;true;true;true
438;Sage's Rag;fullarmor;true;magic;2580;cloth;d;0;-1;90;0;320;366599;667;true;true;true;true
439;Karmian Tunic;chest;true;magic;1980;cloth;c;0;-1;60;0;225;291000;116;true;true;true;true
440;Robe of Seal;fullarmor;true;magic;2500;cloth;c;0;-1;105;0;413;603900;242;true;true;true;true
441;Demon's Tunic;chest;true;magic;1990;cloth;c;0;-1;69;0;284;566000;226;true;true;true;true
442;Divine Tunic;chest;true;magic;1980;cloth;c;0;-1;74;0;314;824999;330;true;true;true;true
443;Tunic of Mana;chest;true;magic;2000;cloth;b;0;-1;87;0;377;2410000;321;true;true;true;true
444;Sage's Robe;fullarmor;true;magic;1600;cloth;b;0;-1;150;0;665;5080000;677;true;true;true;true
445;Paradia Tunic;chest;true;magic;1990;cloth;b;0;-1;87;0;377;2410000;321;true;true;true;true
446;Inferno Tunic;chest;true;magic;1880;cloth;b;0;-1;92;0;409;3470000;463;true;true;true;true
447;Tunic of Solar Eclipse;chest;true;magic;1960;cloth;b;0;-1;87;0;377;2410000;321;true;true;true;true
448;Robe of Black Ore;fullarmor;true;magic;1600;cloth;b;0;-1;150;0;665;5080000;677;true;true;true;true
449;Tunic of Summoning;chest;true;magic;1950;cloth;b;0;-1;87;0;377;2410000;321;true;true;true;true
450;Otherworldly Robe;fullarmor;true;magic;1600;cloth;b;0;-1;150;0;665;5080000;677;true;true;true;true
451;Elemental Tunic;chest;true;magic;1970;cloth;b;0;-1;87;0;377;2410000;321;true;true;true;true
452;Tunic of Phantom;chest;true;magic;1890;cloth;b;0;-1;92;0;409;3470000;463;true;true;true;true
453;Tunic of Grace;chest;true;magic;1930;cloth;b;0;-1;87;0;377;2410000;321;true;true;true;true
454;Robe of Holy Spirit;fullarmor;true;magic;1600;cloth;b;0;-1;150;0;665;5080000;677;true;true;true;true
455;Phoenix Tunic;chest;true;magic;1950;cloth;b;0;-1;87;0;377;2410000;321;true;true;true;true
456;Cerberus Tunic;chest;true;magic;1870;cloth;b;0;-1;92;0;409;3470000;463;true;true;true;true
457;Tunic of Aid;chest;true;magic;1910;cloth;b;0;-1;87;0;377;2410000;321;true;true;true;true
458;Robe of Blessing;fullarmor;true;magic;1600;cloth;b;0;-1;150;0;665;5080000;677;true;true;true;true
459;Dasparion's Robe;fullarmor;true;magic;1200;cloth;a;0;-1;158;0;718;7730000;618;true;true;true;true
460;The Robe;fullarmor;true;magic;2300;cloth;s;0;-1;158;0;773;10500000;525;false;false;true;false
461;Apprentice's Stockings;legs;false;magic;1100;cloth;none;0;-1;10;0;10;6;0;false;false;true;false
462;Stockings;legs;false;magic;1080;cloth;none;0;-1;11;0;15;92;0;true;true;true;true
463;Feriotic Stockings;legs;false;magic;1070;cloth;none;0;-1;13;0;23;1520;0;true;true;true;true
464;Leather Stockings;legs;false;magic;1020;leather;none;0;-1;16;0;33;4970;0;true;true;true;true
465;Cursed Stockings;legs;true;magic;1020;cloth;d;0;-1;24;0;66;30099;55;true;true;true;true
466;Elven Stockings;legs;true;magic;1010;cloth;d;0;-1;27;0;79;62500;114;true;true;true;true
467;Dark Stockings;legs;true;magic;1000;cloth;d;0;-1;27;0;79;47999;87;true;true;true;true
468;Mystic's Stockings;legs;true;magic;990;cloth;d;0;-1;27;0;79;47999;87;true;true;true;true
469;Stockings of Knowledge;legs;true;magic;1000;cloth;d;0;-1;30;0;92;73200;133;true;true;true;true
470;Mithril Stockings;legs;true;magic;980;mithril;d;0;-1;32;0;105;107699;196;true;true;true;true
471;Karmian Stockings;legs;true;magic;970;cloth;c;0;-1;37;0;141;182099;73;true;true;true;true
472;Demon's Stockings;legs;true;magic;980;cloth;c;0;-1;43;0;177;354000;142;true;true;true;true
473;Divine Stockings;legs;true;magic;960;cloth;c;0;-1;46;0;196;515799;206;true;true;true;true
474;Stockings of Mana;legs;true;magic;2400;cloth;b;0;-1;55;0;236;1510000;201;true;true;true;true
475;Paradia Stockings;legs;true;magic;1600;cloth;b;0;-1;55;0;236;1510000;201;true;true;true;true
476;Inferno Stockings;legs;true;magic;1600;cloth;b;0;-1;58;0;256;2170000;289;true;true;true;true
477;Stockings of Solar Eclipse;legs;true;magic;2400;cloth;b;0;-1;55;0;236;1510000;201;true;true;true;true
478;Stockings of Summoning;legs;true;magic;2400;cloth;b;0;-1;55;0;236;1510000;201;true;true;true;true
479;Elemental Stockings;legs;true;magic;1600;cloth;b;0;-1;55;0;236;1510000;201;true;true;true;true
480;Stockings of Phantom;legs;true;magic;1600;cloth;b;0;-1;58;0;256;2170000;289;true;true;true;true
481;Stockings of Grace;legs;true;magic;2400;cloth;b;0;-1;55;0;236;1510000;201;true;true;true;true
482;Phoenix Stockings;legs;true;magic;2400;cloth;b;0;-1;55;0;236;1510000;201;true;true;true;true
483;Cerberus Stockings;legs;true;magic;6400;cloth;b;0;-1;58;0;256;2170000;289;true;true;true;true
484;Stockings of Aid;legs;true;magic;2400;cloth;b;0;-1;55;0;236;1510000;201;true;true;true;true
485;Tattoo of Power;underwear;false;none;4200;dyestuff;none;0;-1;53;0;0;36900;0;true;true;true;true
486;Tattoo of Fire;underwear;true;none;4050;dyestuff;d;0;-1;73;0;0;152000;276;true;true;true;true
487;Tattoo of Resolve;underwear;true;none;4000;dyestuff;d;0;-1;73;0;0;152000;276;true;true;true;true
488;Tattoo of Flame;underwear;true;none;800;dyestuff;b;0;-1;139;0;0;3470000;463;true;true;true;true
489;Tattoo of Bravery;underwear;true;none;4100;dyestuff;c;0;-1;110;0;0;1070000;428;true;true;true;true
490;Tattoo of Blood;underwear;true;none;3800;dyestuff;a;0;-1;132;0;0;3470000;278;true;true;true;true
491;Tattoo of Absolute;underwear;true;none;800;dyestuff;a;0;-1;146;0;0;5280000;422;true;true;true;true
492;Tattoo of Soul;underwear;true;none;4150;dyestuff;d;0;-1;65;0;0;99900;182;true;true;true;true
493;Tattoo of Avadon;underwear;true;none;4000;dyestuff;b;0;-1;117;0;0;1560000;208;true;true;true;true
494;Tattoo of Doom;underwear;true;none;4100;dyestuff;b;0;-1;125;0;0;2410000;321;true;true;true;true
495;Tattoo of Pledge;underwear;true;none;4000;dyestuff;b;0;-1;124;0;0;1560000;208;true;true;true;true
496;Tattoo of Divine;underwear;true;none;4100;dyestuff;b;0;-1;131;0;0;2410000;321;true;true;true;true
497;Chain Helmet;head;true;none;620;fine_steel;c;0;-1;45;0;0;147000;59;true;true;true;true
498;Steel Plate Helmet;head;true;none;610;fine_steel;c;0;-1;49;0;0;206000;82;true;true;true;true
499;Mithril Helmet;head;true;none;240;mithril;c;0;-1;58;0;0;536000;214;true;true;true;true
500;Great Helmet;head;true;none;610;fine_steel;c;0;-1;51;0;0;185799;74;true;true;true;true
501;Armet;head;true;none;580;chrysolite;b;0;-1;62;0;0;1030000;137;true;true;true;true
502;Close Helmet;head;true;none;570;oriharukon;a;0;-1;64;0;0;1560000;125;true;true;true;true
503;Zubei's Helmet;head;true;none;590;mithril;b;0;-1;62;0;0;778000;104;true;true;true;true
504;Dragon Helmet;head;true;none;550;bone;s;0;-1;77;0;0;3590000;180;false;false;true;false
505;Wolf Helmet;head;true;none;580;oriharukon;b;0;-1;66;0;0;1210000;161;true;true;true;true
506;Shining Dragon Helmet;head;true;none;880;mithril;b;0;-1;67;0;0;1740000;232;true;true;true;true
507;Helmet of Victory;head;true;none;640;oriharukon;b;0;-1;66;0;0;1210000;161;true;true;true;true
508;Helmet of Valor;head;true;none;720;blood_steel;b;0;-1;67;0;0;1740000;232;true;true;true;true
509;Glorious Helmet;head;true;none;800;fine_steel;a;0;-1;65;0;0;2040000;163;true;true;true;true
510;Red Flame Helmet;head;true;none;960;blood_steel;a;0;-1;71;0;0;2640000;211;true;true;true;true
511;Elven Crystal Helmet;head;true;none;580;crystal;b;0;-1;66;0;0;1210000;161;true;true;true;true
512;Dark Crystal Helmet;head;true;none;570;crystal;a;0;-1;69;0;0;1740000;139;true;true;true;true
513;Implosion Helmet;head;true;none;480;damascus;b;0;-1;66;0;0;1210000;161;true;true;true;true
514;Dark Dragon Helmet;head;true;none;400;damascus;b;0;-1;67;0;0;1740000;232;true;true;true;true
515;Elven Vagian Helm;head;true;none;560;mithril;a;0;-1;65;0;0;2040000;163;true;true;true;true
516;Dark Vagian Helm;head;true;none;560;mithril;a;0;-1;71;0;0;2640000;211;true;true;true;true
517;Composite Helmet;head;true;none;610;fine_steel;c;0;-1;54;0;0;283200;113;true;true;true;true
518;Hell Helm;head;true;none;320;blood_steel;a;0;-1;71;0;0;2640000;211;true;true;true;true
519;Art of Helmet;head;true;none;400;chrysolite;b;0;-1;66;0;0;1210000;161;true;true;true;true
520;Masterpiece Helm;head;true;none;400;oriharukon;a;0;-1;71;0;0;2640000;211;true;true;true;true
521;Helmet of Silence;head;true;none;320;damascus;b;0;-1;66;0;0;1210000;161;true;true;true;true
522;Gust Helmet;head;true;none;570;blood_steel;b;0;-1;67;0;0;1740000;232;true;true;true;true
523;Prairie Helmet;head;true;none;480;leather;b;0;-1;66;0;0;1210000;161;true;true;true;true
524;Helm of The Underworld;head;true;none;320;damascus;b;0;-1;67;0;0;1740000;232;true;true;true;true
525;Helmet of Concentration;head;true;none;320;oriharukon;b;0;-1;66;0;0;1210000;161;true;true;true;true
526;Ace's Helmet;head;true;none;320;oriharukon;b;0;-1;67;0;0;1740000;232;true;true;true;true
527;Guardian's Helmet;head;true;none;240;mithril;b;0;-1;66;0;0;1210000;161;true;true;true;true
528;Marksman Helmet;head;true;none;240;leather;b;0;-1;67;0;0;1740000;232;true;true;true;true
529;Cap of Mana;head;true;none;320;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
530;Sage's Cap;head;true;none;320;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
531;Paradia Hood;head;true;none;320;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
532;Inferno Hood;head;true;none;320;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
533;Hood of Solar Eclipse;head;true;none;320;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
534;Hood of Black Ore;head;true;none;320;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
535;Hood of Summoning;head;true;none;320;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
536;Otherworldly Hood;head;true;none;320;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
537;Elemental Hood;head;true;none;320;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
538;Hood of Phantom;head;true;none;320;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
539;Hood of Grace;head;true;none;320;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
540;Hood of Holy Spirit;head;true;none;320;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
541;Phoenix Hood;head;true;none;590;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
542;Cerberus Hood;head;true;none;320;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
543;Hood of Aid;head;true;none;320;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
544;Hood of Blessing;head;true;none;320;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
545;Flame Helm;head;true;none;400;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
546;Helm of Bravery;head;true;none;400;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
547;Tallum Helm;head;true;none;570;cloth;a;0;-1;69;0;0;1740000;139;true;true;true;true
548;Absolute Helm;head;true;none;400;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
549;Helm of Avadon;head;true;none;400;cloth;c;0;-1;58;0;0;536000;214;true;true;true;true
550;Helm of Doom;head;true;none;400;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
551;Helmet of Pledge;head;true;none;400;chrysolite;c;0;-1;58;0;0;536000;214;true;true;true;true
552;Divine Helm;head;true;none;400;cloth;b;0;-1;62;0;0;778000;104;true;true;true;true
553;Iron Boots;feet;true;none;1280;fine_steel;d;0;-1;24;0;0;39100;71;true;true;true;true
554;Zubei's Boots;feet;true;none;1180;mithril;b;0;-1;41;0;0;519000;69;true;true;true;true
555;Dragon Boots;feet;true;none;1110;leather;a;0;-1;48;0;0;1760000;141;false;false;true;false
556;Wolf Boots;feet;true;none;1180;oriharukon;b;0;-1;41;0;0;519000;69;true;true;true;true
557;Shining Dragon Boots;feet;true;none;1150;mithril;b;0;-1;44;0;0;804000;107;true;true;true;true
558;Boots of Victory;feet;true;none;1180;oriharukon;b;0;-1;41;0;0;519000;69;true;true;true;true
559;Boots of Valor;feet;true;none;1150;blood_steel;b;0;-1;44;0;0;804000;107;true;true;true;true
560;Glorious Boots;feet;true;none;1180;fine_steel;b;0;-1;41;0;0;519000;69;true;true;true;true
