99;Apprentice's Spellbook;rhand;false;650;1;1;paper;none;9;10;etc;8;0.00000;0;0;0;379;0;12;-1;12500;0;true;true;true;true
100;Voodoo Doll;rhand;false;630;2;2;wood;none;25;10;etc;8;0.00000;0;0;0;379;0;28;-1;187999;0;true;true;true;true
101;Scroll of Wisdom;rhand;true;610;2;2;paper;d;32;10;etc;8;0.00000;0;0;0;379;0;35;-1;315000;743;true;true;true;true
102;Round Shield;lhand;false;1390;0;0;steel;none;0;0;none;0;0.00000;-8;79;20;0;0;0;-1;5470;0;true;true;true;true
103;Tower Shield;lhand;true;1240;0;0;fine_steel;c;0;0;none;0;0.00000;-8;190;20;0;0;0;-1;198299;103;true;true;true;true
104;Shield of Victory;lhand;true;6400;0;0;oriharukon;b;0;0;none;0;0.00000;-8;216;20;0;0;0;-1;545000;72;true;true;true;true
105;Implosion Shield;lhand;true;4800;0;0;damascus;b;0;0;none;0;0.00000;-8;216;20;0;0;0;-1;545000;72;true;true;true;true
106;Dark Dragon Shield;lhand;true;4800;0;0;damascus;b;0;0;none;0;0.00000;-8;230;20;0;0;0;-1;845000;112;true;true;true;true
107;Composite Shield;lhand;true;1230;0;0;fine_steel;c;0;0;none;0;0.00000;-8;190;20;0;0;0;-1;198299;103;true;true;true;true
108;Masterpiece Shield;lhand;true;5600;0;0;oriharukon;b;0;0;none;0;0.00000;-8;230;20;0;0;0;-1;845000;112;true;true;true;true
109;Shield of Solar Eclipse;lhand;true;4800;0;0;blood_steel;b;0;0;none;0;0.00000;-8;216;20;0;0;0;-1;545000;72;true;true;true;true
110;Doom Shield;lhand;true;1200;0;0;fine_steel;b;0;0;none;0;0.00000;-8;230;20;0;0;0;-1;845000;112;true;true;true;true
111;Shield of Pledge;lhand;true;4800;0;0;fine_steel;b;0;0;none;0;0.00000;-8;216;20;0;0;0;-1;545000;72;true;true;true;true
120;Sword of Reflection;rhand;false;1550;2;2;bronze;none;24;10;sword;8;0.00000;0;0;0;379;0;17;-1;136000;0;true;true;true;true
121;Sword of Watershadow;rhand;false;1540;2;2;bronze;none;24;10;sword;8;0.00000;0;0;0;379;0;17;-1;136000;0;true;true;true;true
122;Handmade Sword;rhand;false;1570;2;2;bronze;none;17;10;sword;8;0.00000;0;0;0;379;0;12;-1;54100;0;true;true;true;true
123;Saber;rhand;true;1520;2;2;steel;d;40;10;sword;8;0.00000;0;0;0;379;0;26;-1;315000;743;true;true;true;true
124;Two-Handed Sword;lrhand;true;2180;2;2;fine_steel;d;78;10;bigsword;8;0.00000;0;0;0;325;0;39;-1;743499;1758;true;true;true;true
125;Spinebone Sword;rhand;true;1510;2;2;bone;d;51;10;sword;8;0.00000;0;0;0;379;0;32;-1;644000;1170;true;true;true;true
126;Artisan's Sword;rhand;true;1500;2;2;steel;d;51;10;sword;8;0.00000;0;0;0;379;0;32;-1;495499;1170;true;true;true;true
127;Crimson Sword;rhand;true;1490;2;2;fine_steel;d;64;10;sword;8;0.00000;0;0;0;379;0;39;-1;743499;1758;true;true;true;true
128;Knight's Sword;rhand;true;1500;2;2;steel;d;51;10;sword;8;0.00000;0;0;0;379;0;32;-1;644000;1170;true;true;true;true
129;Sword of Revolution;rhand;true;1450;3;3;fine_steel;d;79;10;sword;8;0.00000;0;0;0;379;0;47;-1;1074000;2545;true;true;true;true
130;Elven Sword;rhand;true;1470;2;2;mithril;d;64;10;sword;8;0.00000;0;0;0;379;0;39;-1;743499;1758;true;true;true;true
131;Spirit Sword;rhand;true;1420;2;2;fine_steel;c;122;10;sword;8;0.00000;0;0;0;379;0;68;-1;2209700;1148;true;true;true;true
132;Sword of Limit;rhand;true;1400;3;3;fine_steel;c;139;10;sword;8;0.00000;0;0;0;379;0;76;-1;3304299;1720;true;true;true;true
133;Raid Sword;rhand;true;1420;2;2;fine_steel;c;122;10;sword;8;0.00000;0;0;0;379;0;68;-1;2209700;1148;true;true;true;true
134;Sword of Nightmare;rhand;true;1400;3;3;blood_steel;c;139;10;sword;8;0.00000;0;0;0;379;0;76;-1;3304299;1720;true;true;true;true
135;Samurai Longsword;rhand;true;1380;3;3;oriharukon;c;156;10;sword;8;0.00000;0;0;0;379;0;83;-1;4713500;2452;true;true;true;true
136;Blade of Serenity;rhand;true;1370;1;1;mithril;b;175;10;sword;8;0.00000;0;0;0;379;0;91;-1;8680000;1157;true;true;true;true
137;Mist Sword;rhand;true;1370;1;1;mithril;b;175;10;sword;8;0.00000;0;0;0;379;0;91;-1;8680000;1157;true;true;true;true
138;Sword of Desert;rhand;true;1370;1;1;blood_steel;b;175;10;sword;8;0.00000;0;0;0;379;0;91;-1;8680000;1157;true;true;true;true
139;Dusk Sword;rhand;true;1370;1;1;blood_steel;b;175;10;sword;8;0.00000;0;0;0;379;0;91;-1;8680000;1157;true;true;true;true
140;Eminence Sword;rhand;true;1370;1;1;chrysolite;b;175;10;sword;8;0.00000;0;0;0;379;0;91;-1;8680000;1157;true;true;true;true
141;Hazard Sword;rhand;true;1370;1;1;blood_steel;b;175;10;sword;8;0.00000;0;0;0;379;0;91;-1;8680000;1157;true;true;true;true
142;Keshanberk;rhand;true;1370;1;1;oriharukon;b;175;10;sword;8;0.00000;0;0;0;379;0;91;-1;8680000;1157;true;true;true;true
143;Sword of Mystic;rhand;true;980;2;2;fine_steel;d;43;10;sword;8;0.00000;0;0;0;379;0;45;-1;550800;1301;true;true;true;true
144;Sword of Occult;rhand;true;970;2;2;fine_steel;d;43;10;sword;8;0.00000;0;0;0;379;0;45;-1;550800;1301;true;true;true;true
145;Sword of Whispering Death;rhand;true;920;3;3;fine_steel;c;111;10;sword;8;0.00000;0;0;0;379;0;101;-1;3304299;1720;true;true;true;true
146;Ghoulbane;rhand;true;910;1;1;damascus;b;140;10;sword;8;0.00000;0;0;0;379;0;122;-1;8680000;1157;true;true;true;true
147;Tear of Darkness;rhand;true;830;1;1;blood_steel;a;170;10;sword;8;0.00000;0;0;0;379;0;143;-1;18300000;1464;true;true;true;true
148;Sword of Valhalla;rhand;true;900;1;1;oriharukon;b;140;10;sword;8;0.00000;0;0;0;379;0;122;-1;8680000;1157;true;true;true;true
149;Sword of Life;rhand;true;840;1;1;mithril;a;170;10;sword;8;0.00000;0;0;0;379;0;143;-1;18300000;1464;true;true;true;true
150;Elemental Sword;rhand;true;830;1;1;mithril;a;170;10;sword;8;0.00000;0;0;0;379;0;143;-1;18300000;1464;true;true;true;true
151;Sword of Miracles;rhand;true;840;1;1;adamantaite;a;186;10;sword;8;0.00000;0;0;0;379;0;152;-1;27000000;2160;true;true;true;true
152;Heavy Chisel;rhand;false;1890;1;1;steel;none;10;20;blunt;4;4.00000;0;0;0;379;0;8;-1;8070;0;true;true;true;true
153;Sickle;rhand;false;1850;1;1;steel;none;12;20;blunt;4;4.00000;0;0;0;379;0;9;-1;18500;0;true;true;true;true
154;Dwarven Mace;rhand;false;1860;2;2;bronze;none;17;20;blunt;4;4.00000;0;0;0;379;0;12;-1;54100;0;true;true;true;true
155;Flanged Mace;rhand;false;1800;2;2;steel;none;31;20;blunt;4;4.00000;0;0;0;379;0;21;-1;187999;0;true;true;true;true
156;Hand Axe;rhand;true;1820;2;2;steel;d;40;20;blunt;4;4.00000;0;0;0;379;0;26;-1;315000;743;true;true;true;true
157;Spiked Club;rhand;true;1750;2;2;steel;d;64;20;blunt;4;4.00000;0;0;0;379;0;39;-1;743499;1758;true;true;true;true
158;Tarbar;rhand;true;1730;3;3;fine_steel;d;79;20;blunt;4;4.00000;0;0;0;379;0;47;-1;1074000;2545;true;true;true;true
159;Bonebreaker;rhand;true;1720;3;3;fine_steel;d;92;20;blunt;4;4.00000;0;0;0;379;0;54;-1;1387000;3272;true;true;true;true
160;Battle Axe;rhand;true;1720;2;2;fine_steel;c;107;20;blunt;4;4.00000;0;0;0;379;0;61;-1;2290000;916;true;true;true;true
161;Silver Axe;rhand;true;1690;2;2;fine_steel;c;107;20;blunt;4;4.00000;0;0;0;379;0;61;-1;2290000;916;true;true;true;true
162;War Axe;rhand;true;1660;3;3;fine_steel;c;139;20;blunt;4;4.00000;0;0;0;379;0;76;-1;3304299;1720;true;true;true;true
163;NO ITEM NAME;rhand;true;4000;1;1;mithril;b;175;20;blunt;4;4.00000;0;0;0;379;0;91;-1;8680000;1157;true;true;true;true
164;Elysian;rhand;true;1580;1;1;oriharukon;a;232;20;blunt;4;4.00000;0;0;0;379;0;114;-1;27000000;2160;true;true;true;true
165;Yablonski's Hammer;rhand;true;1570;1;1;adamantaite;s;251;20;blunt;4;4.00000;0;0;0;379;0;121;-1;35300000;1765;true;true;true;true
166;Heavy Mace;rhand;true;1800;2;2;steel;d;40;20;blunt;4;4.00000;0;0;0;379;0;26;-1;315000;743;true;true;true;true
167;Scalpel;rhand;true;1810;2;2;steel;d;40;20;blunt;4;4.00000;0;0;0;379;0;26;-1;409000;743;true;true;true;true
168;Work Hammer;rhand;true;1790;2;2;steel;d;40;20;blunt;4;4.00000;0;0;0;379;0;26;-1;315000;743;true;true;true;true
169;Skull Breaker;rhand;true;1740;3;3;fine_steel;d;79;20;blunt;4;4.00000;0;0;0;379;0;47;-1;1400000;2545;true;true;true;true
170;NO ITEM NAME;rhand;true;6400;1;1;fine_steel;a;258;20;blunt;4;4.00000;0;0;0;379;0;86;-1;16600000;7;true;true;true;true
171;Deadman's Glory;rhand;true;1600;1;1;bone;b;194;20;blunt;4;4.00000;0;0;0;379;0;99;-1;13100000;1746;true;true;true;true
172;Heavy Bone Club;rhand;true;1730;3;3;bone;d;79;20;blunt;4;4.00000;0;0;0;379;0;47;-1;1074000;2545;true;true;true;true
173;Skull Graver;rhand;true;1640;2;2;fine_steel;c;107;20;blunt;4;4.00000;0;0;0;379;0;61;-1;2290000;916;true;true;true;true
174;Nirvana Axe;rhand;true;1150;3;3;fine_steel;c;111;20;blunt;4;4.00000;0;0;0;379;0;101;-1;3304299;1720;true;true;true;true
175;Art of Battle Axe;rhand;true;1570;1;1;chrysolite;b;194;20;blunt;4;4.00000;0;0;0;379;0;99;-1;13100000;1746;true;true;true;true
176;Journeyman's Staff;lrhand;false;1070;2;2;wood;none;23;20;bigblunt;4;4.00000;0;0;0;325;0;22;-1;104999;0;true;true;true;true
177;Mage Staff;lrhand;false;1050;2;2;wood;none;30;20;bigblunt;4;4.00000;0;0;0;325;0;28;-1;187999;0;true;true;true;true
178;Bone Staff;lrhand;true;1060;2;2;bone;d;39;20;bigblunt;4;4.00000;0;0;0;325;0;35;-1;315000;743;true;true;true;true
179;Mace of Prayer;rhand;true;1300;2;2;steel;d;41;20;blunt;4;4.00000;0;0;0;379;0;43;-1;495499;1170;true;true;true;true
180;Mace of Judgment;rhand;true;1280;2;2;steel;d;41;20;blunt;4;4.00000;0;0;0;379;0;43;-1;644000;1170;true;true;true;true
181;Mace of Miracle;rhand;true;1250;2;2;steel;d;41;20;blunt;4;4.00000;0;0;0;379;0;43;-1;644000;1170;true;true;true;true
182;Doom Hammer;rhand;true;1200;2;2;steel;d;41;20;blunt;4;4.00000;0;0;0;379;0;43;-1;495499;1170;true;true;true;true
183;Mystic Staff;lrhand;true;1040;2;2;wood;d;50;20;bigblunt;4;4.00000;0;0;0;325;0;43;-1;495499;1170;true;true;true;true
184;Conjuror's Staff;lrhand;true;1030;2;2;oriharukon;d;50;20;bigblunt;4;4.00000;0;0;0;325;0;43;-1;644000;1170;true;true;true;true
185;Staff of Mana;lrhand;true;1040;2;2;wood;d;50;20;bigblunt;4;4.00000;0;0;0;325;0;43;-1;495499;1170;true;true;true;true
186;Staff of Magic;lrhand;true;1020;2;2;wood;d;62;20;bigblunt;4;4.00000;0;0;0;325;0;52;-1;743499;1758;true;true;true;true
187;Atuba Hammer;lrhand;true;1010;3;3;fine_steel;d;90;20;bigblunt;4;4.00000;0;0;0;325;0;72;-1;1387000;3272;true;true;true;true
188;Ghost Staff;lrhand;true;1000;3;3;wood;d;90;20;bigblunt;4;4.00000;0;0;0;325;0;72;-1;1387000;3272;true;true;true;true
189;Staff of Life;rhand;true;1180;3;3;wood;d;74;20;blunt;4;4.00000;0;0;0;379;0;72;-1;1387000;3272;true;true;true;true
190;Atuba Mace;lrhand;true;1010;3;3;fine_steel;d;90;20;bigblunt;4;4.00000;0;0;0;325;0;72;-1;1387000;3272;true;true;true;true
191;Heavy Doom Hammer;lrhand;true;1020;2;2;fine_steel;c;103;20;bigblunt;4;4.00000;0;0;0;325;0;81;-1;2290000;916;true;true;true;true
192;Crystal Staff;lrhand;true;1020;2;2;crystal;c;103;20;bigblunt;4;4.00000;0;0;0;325;0;81;-1;1762899;916;true;true;true;true
193;Stick of Faith;rhand;true;1160;2;2;wood;c;85;20;blunt;4;4.00000;0;0;0;379;0;81;-1;1762899;916;true;true;true;true
194;Heavy Doom Axe;lrhand;true;1010;2;2;fine_steel;c;103;20;bigblunt;4;4.00000;0;0;0;325;0;81;-1;2290000;916;true;true;true;true
195;Cursed Staff;lrhand;true;1000;2;2;wood;c;119;20;bigblunt;4;4.00000;0;0;0;325;0;91;-1;2209700;1148;true;true;true;true
196;Stick of Eternity;rhand;true;1130;3;3;wood;c;111;20;blunt;4;4.00000;0;0;0;379;0;101;-1;3304299;1720;true;true;true;true
197;Paradia Staff;lrhand;true;1010;3;3;wood;c;135;20;bigblunt;4;4.00000;0;0;0;325;0;101;-1;3304299;1720;true;true;true;true
198;Inferno Staff;lrhand;true;1000;3;3;wood;c;135;20;bigblunt;4;4.00000;0;0;0;325;0;101;-1;3304299;1720;true;true;true;true
199;Pa'agrian Hammer;lrhand;true;1010;3;3;blood_steel;c;135;20;bigblunt;4;4.00000;0;0;0;325;0;101;-1;3304299;1720;true;true;true;true
200;Sage's Staff;lrhand;true;1000;3;3;wood;c;135;20;bigblunt;4;4.00000;0;0;0;325;0;101;-1;3304299;1720;true;true;true;true
201;Club of Nature;rhand;true;1100;3;3;wood;c;111;20;blunt;4;4.00000;0;0;0;379;0;101;-1;3304299;1720;true;true;true;true
202;Mace of The Underworld;rhand;true;1090;3;3;fine_steel;c;111;20;blunt;4;4.00000;0;0;0;379;0;101;-1;3304299;1720;true;true;true;true
203;Pa'agrian Axe;lrhand;true;990;3;3;blood_steel;c;141;20;bigblunt;4;4.00000;0;0;0;325;0;104;-1;3677699;1912;true;true;true;true
204;Deadman's Staff;lrhand;true;1010;3;3;bone;c;152;20;bigblunt;4;4.00000;0;0;0;325;0;111;-1;4713500;2452;true;true;true;true
205;Ghoul's Staff;lrhand;true;1000;3;3;bone;c;152;20;bigblunt;4;4.00000;0;0;0;325;0;111;-1;4713500;2452;true;true;true;true
206;Demon's Staff;lrhand;true;990;3;3;wood;c;152;20;bigblunt;4;4.00000;0;0;0;325;0;111;-1;4713500;2452;true;true;true;true
207;Staff of Phantom;lrhand;true;980;1;1;oriharukon;b;170;20;bigblunt;4;4.00000;0;0;0;325;0;122;-1;8680000;1157;true;true;true;true
208;Staff of Seal;lrhand;true;970;1;1;wood;b;170;20;bigblunt;4;4.00000;0;0;0;325;0;122;-1;8680000;1157;true;true;true;true
209;Divine Staff;lrhand;true;960;1;1;wood;b;189;20;bigblunt;4;4.00000;0;0;0;325;0;132;-1;13100000;1746;true;true;true;true
210;Staff of Evil Spirits;lrhand;true;930;1;1;wood;b;189;20;bigblunt;4;4.00000;0;0;0;325;0;132;-1;13100000;1746;true;true;true;true
211;Staff of Nobility;lrhand;true;910;1;1;wood;b;189;20;bigblunt;4;4.00000;0;0;0;325;0;132;-1;13100000;1746;true;true;true;true
212;Dasparion's Staff;lrhand;true;920;1;1;adamantaite;a;207;20;bigblunt;4;4.00000;0;0;0;325;0;143;-1;18300000;1464;true;true;true;true
213;Branch of The Mother Tree;lrhand;true;900;1;1;wood;a;226;20;bigblunt;4;4.00000;0;0;0;325;0;152;-1;27000000;2160;true;true;true;true
214;The Staff;lrhand;true;910;1;1;wood;s;245;20;bigblunt;4;4.00000;0;0;0;325;0;162;-1;35300000;1765;true;true;true;true
215;Doom Dagger;rhand;false;1130;1;1;steel;none;10;5;dagger;12;-3.00000;0;0;0;433;0;9;-1;12500;0;true;true;true;true
216;Dirk;rhand;false;1130;2;2;steel;none;15;5;dagger;12;-3.00000;0;0;0;433;0;12;-1;54100;0;true;true;true;true
217;Shining Knife;rhand;false;1120;2;2;mithril;none;21;5;dagger;12;-3.00000;0;0;0;433;0;17;-1;136000;0;true;true;true;true
218;Throwing Knife;rhand;false;1120;2;2;fine_steel;none;21;5;dagger;12;-3.00000;0;0;0;433;0;17;-1;104999;0;true;true;true;true
219;Sword Breaker;rhand;false;1110;2;2;steel;none;27;5;dagger;12;-3.00000;0;0;0;433;0;21;-1;187999;0;true;true;true;true
220;Crafted Dagger;rhand;true;1100;2;2;chrysolite;d;35;5;dagger;12;-3.00000;0;0;0;433;0;26;-1;315000;743;true;true;true;true
221;Assassin Knife;rhand;true;1100;2;2;steel;d;35;5;dagger;12;-3.00000;0;0;0;433;0;26;-1;315000;743;true;true;true;true
222;Poniard Dagger;rhand;true;1090;2;2;steel;d;45;5;dagger;12;-3.00000;0;0;0;433;0;32;-1;495499;1170;true;true;true;true
223;Kukuri;rhand;true;1080;2;2;fine_steel;d;56;5;dagger;12;-3.00000;0;0;0;433;0;39;-1;743499;1758;true;true;true;true
224;Maingauche;rhand;true;1070;3;3;fine_steel;d;69;5;dagger;12;-3.00000;0;0;0;433;0;47;-1;1074000;2545;true;true;true;true
225;Mithril Dagger;rhand;true;1060;3;3;mithril;d;80;5;dagger;12;-3.00000;0;0;0;433;0;54;-1;1387000;3272;true;true;true;true
226;Cursed Dagger;rhand;true;1040;2;2;mithril;c;94;5;dagger;12;-3.00000;0;0;0;433;0;61;-1;2290000;916;true;true;true;true
227;Stiletto;rhand;true;1030;2;2;fine_steel;c;107;5;dagger;12;-3.00000;0;0;0;433;0;68;-1;2209700;1148;true;true;true;true
228;Crystal Dagger;rhand;true;1000;3;3;crystal;c;136;5;dagger;12;-3.00000;0;0;0;433;0;83;-1;4713500;2452;true;true;true;true
229;Kris;rhand;true;980;1;1;mithril;b;153;5;dagger;12;-3.00000;0;0;0;433;0;91;-1;8680000;1157;true;true;true;true
230;Wolverine Needle;rhand;true;1040;2;2;fine_steel;c;94;5;dagger;12;-3.00000;0;0;0;433;0;61;-1;2290000;916;true;true;true;true
231;Grace Dagger;rhand;true;1020;3;3;fine_steel;c;122;5;dagger;12;-3.00000;0;0;0;433;0;76;-1;3304299;1720;true;true;true;true
232;Dark Elven Dagger;rhand;true;1050;2;2;fine_steel;c;94;5;dagger;12;-3.00000;0;0;0;433;0;61;-1;1762899;916;true;true;true;true
233;Dark Screamer;rhand;true;1010;3;3;fine_steel;c;122;5;dagger;12;-3.00000;0;0;0;433;0;76;-1;3304299;1720;true;true;true;true
234;Demon Dagger;rhand;true;970;1;1;blood_steel;b;170;5;dagger;12;-3.00000;0;0;0;433;0;99;-1;13100000;1746;true;true;true;true
235;Bloody Orchid;rhand;true;960;1;1;blood_steel;a;186;5;dagger;12;-3.00000;0;0;0;433;0;107;-1;18300000;1464;true;true;true;true
236;Soul Separator;rhand;true;950;1;1;oriharukon;a;203;5;dagger;12;-3.00000;0;0;0;433;0;114;-1;27000000;2160;true;true;true;true
237;Dragon's Tooth;rhand;true;950;1;1;bone;s;220;5;dagger;12;-3.00000;0;0;0;433;0;121;-1;35300000;1765;true;true;true;true
238;Dagger of Mana;rhand;true;750;2;2;fine_steel;d;45;5;dagger;12;-3.00000;0;0;0;433;0;52;-1;743499;1758;true;true;true;true
239;Mystic Knife;rhand;true;760;2;2;fine_steel;d;45;5;dagger;12;-3.00000;0;0;0;433;0;52;-1;743499;1758;true;true;true;true
240;Conjurer's Knife;rhand;true;750;2;2;fine_steel;d;45;5;dagger;12;-3.00000;0;0;0;433;0;52;-1;743499;1758;true;true;true;true
241;Shilen Knife;rhand;true;750;2;2;bronze;d;45;5;dagger;12;-3.00000;0;0;0;433;0;52;-1;743499;1758;true;true;true;true
242;Soulfire Dirk;rhand;true;750;2;2;fine_steel;c;86;5;dagger;12;-3.00000;0;0;0;433;0;91;-1;2209700;1148;true;true;true;true
243;Hell Knife;rhand;true;740;1;1;blood_steel;b;122;5;dagger;12;-3.00000;0;0;0;433;0;122;-1;8680000;1157;true;true;true;true
